permalink,name,entity_type,category_code,raised_amount_usd,funded_at,funding_round_type,status,country_code,state_code,region,city
/company/0xdata,0xdata,Company,software,1700000,1/3/2013,venture,unknown,USA,CA,SF Bay,mountain view
/company/1,One Inc.,Company,mobile,1000050,7/20/2011,angel,acquired,USA,CA,SF Bay,san francisco
/company/1,One Inc.,Company,mobile,1000000,8/3/2011,venture,acquired,USA,CA,SF Bay,san francisco
/company/10-20-media,10-20 Media,Company,ecommerce,250000,3/30/2010,angel,unknown,USA,MD,Washington DC,woodbine
/company/1000memories,1000memories,Company,web,15000,1/1/2010,angel,acquired,USA,CA,SF Bay,san francisco
/company/1000memories,1000memories,Company,web,2520000,2/16/2011,series-a,acquired,USA,CA,SF Bay,san francisco
/company/1000museums-com,1000museums.com,Company,web,647879,4/8/2013,other,unknown,USA,WA,Seattle,bellevue
/company/1010data,1010data,Company,software,35000000,3/8/2010,venture,unknown,USA,NY,New York,new york
/company/10bestthings,10BestThings,Company,web,50000,4/1/2009,angel,unknown,USA,OH,Cleveland,cleveland
/company/10gen,10gen,Company,software,1500000,7/21/2008,series-a,unknown,USA,NY,New York,new york
/company/10gen,10gen,Company,software,3400000,11/4/2009,series-b,unknown,USA,NY,New York,new york
/company/10gen,10gen,Company,software,6500000,12/2/2010,series-c+,unknown,USA,NY,New York,new york
/company/10gen,10gen,Company,software,20000000,9/12/2011,series-c+,unknown,USA,NY,New York,new york
/company/10gen,10gen,Company,software,42000000,5/29/2012,series-c+,unknown,USA,NY,New York,new york
/company/10sheet,Bench.co,Company,enterprise,2000000,10/1/2012,series-a,unknown,USA,NY,New York,new york
/company/11i-solutions,11i Solutions,Company,software,1800000,3/22/2011,venture,unknown,USA,AL,Huntsville,huntsville
/company/121nexus,121nexus,Company,software,14000,2/6/2012,angel,unknown,USA,RI,Providence,providence
/company/121nexus,121nexus,Company,software,55000,4/20/2012,angel,unknown,USA,RI,Providence,providence
/company/121nexus,121nexus,Company,software,500000,1/22/2013,angel,unknown,USA,RI,Providence,providence
/company/121nexus,121nexus,Company,software,370759,2/6/2013,angel,unknown,USA,RI,Providence,providence
/company/1366-technologies,1366 Technologies,Company,semiconductor,5150000,2/3/2010,venture,unknown,USA,MA,Boston,lexington
/company/1366-technologies,1366 Technologies,Company,semiconductor,20000000,10/19/2010,series-b,unknown,USA,MA,Boston,lexington
/company/1366-technologies,1366 Technologies,Company,semiconductor,12400000,3/27/2008,series-a,unknown,USA,MA,Boston,lexington
/company/1366-technologies,1366 Technologies,Company,semiconductor,6000000,12/16/2010,series-b,unknown,USA,MA,Boston,lexington
/company/1366-technologies,1366 Technologies,Company,semiconductor,2400000,1/14/2011,series-b,unknown,USA,MA,Boston,lexington
/company/1366-technologies,1366 Technologies,Company,semiconductor,3000000,2/7/2011,other,unknown,USA,MA,Boston,lexington
/company/140-proof,140 Proof,Company,software,2500000,4/28/2011,series-b,unknown,USA,CA,SF Bay,san francisco
/company/140-proof,140 Proof,Company,software,3000000,7/1/2009,series-a,unknown,USA,CA,SF Bay,san francisco
/company/140fire,140Fire,Company,advertising,500000,5/5/2010,angel,unknown,USA,CA,Los Angeles,santa monica
/company/15five,15Five,Company,enterprise,1000000,1/15/2013,venture,unknown,USA,CA,SF Bay,san francisco
/company/15five,15Five,Company,enterprise,200000,1/1/2012,angel,unknown,USA,CA,SF Bay,san francisco
/company/169-st,169 ST.,Company,games_video,50000,6/1/2009,angel,unknown,USA,FL,Orlando,lake mary
/company/170-systems,170 Systems,Company,software,14000000,4/16/2002,series-a,acquired,USA,MA,Boston,bedford
/company/1bog,One Block Off the Grid (1BOG),Company,cleantech,5000000,2/11/2010,series-a,acquired,USA,CA,SF Bay,san francisco
/company/1daymakeover,1DayMakeover,Company,ecommerce,50000,6/30/2008,angel,unknown,USA,CA,Los Angeles,santa ana
/company/1energy-systems,1Energy Systems,Company,software,1450000,4/22/2013,venture,unknown,USA,WA,Seattle,seattle
/company/1stdibs,1stdibs,Company,ecommerce,42000000,12/3/2012,venture,unknown,USA,NY,New York,new york
/company/1world-online,1World Online,Company,web,1000000,7/2/2013,series-a,unknown,USA,CA,SF Bay,san jose
/company/2080-media,2080 Media,Company,NULL,2500000,8/5/2010,venture,unknown,USA,GA,Atlanta,atlanta
/company/2080-media,2080 Media,Company,NULL,4300000,12/20/2012,other,unknown,USA,GA,Atlanta,atlanta
/company/20jeans,20JEANS,Company,ecommerce,1000000,4/18/2013,angel,unknown,USA,CA,Los Angeles,los angeles
/company/20x200,20x200,Company,ecommerce,800000,10/1/2009,series-a,unknown,USA,NY,New York,new york
/company/20x200,20x200,Company,ecommerce,2000000,8/1/2010,series-a,unknown,USA,NY,New York,new york
/company/22nd-century-group,22nd Century Group,Company,biotech,67200,2/6/2013,angel,unknown,USA,NY,Clarence,clarence
/company/22nd-century-group,22nd Century Group,Company,biotech,530000,8/23/2012,other,unknown,USA,NY,Clarence,clarence
/company/23andme,23andMe,Company,biotech,9000000,5/1/2007,series-a,unknown,USA,CA,SF Bay,mountain view
/company/23andme,23andMe,Company,biotech,12600000,6/18/2009,series-b,unknown,USA,CA,SF Bay,mountain view
/company/23andme,23andMe,Company,biotech,22000000,11/9/2010,series-c+,unknown,USA,CA,SF Bay,mountain view
/company/23andme,23andMe,Company,biotech,9000000,1/7/2011,series-c+,unknown,USA,CA,SF Bay,mountain view
/company/23andme,23andMe,Company,biotech,50000000,12/10/2012,series-c+,unknown,USA,CA,SF Bay,mountain view
/company/23andme,23andMe,Company,biotech,57949892,12/21/2012,series-c+,unknown,USA,CA,SF Bay,mountain view
/company/247-techies,247 Techies,Company,hardware,600000,11/5/2012,angel,unknown,USA,NY,New York,new york
/company/24m-technologies,24M Technologies,Company,cleantech,16000000,8/16/2010,series-a,unknown,USA,NULL,Boston,cambridge
/company/250ok,250ok,Company,software,200000,9/1/2012,angel,unknown,USA,IN,Indianapolis,indianapolis
/company/27-perry,27 Perry,Company,ecommerce,118000,5/17/2012,angel,unknown,USA,CO,Denver,boulder
/company/2bkco,2bkco,Company,web,2000000,2/16/2012,series-a,unknown,USA,NULL,United States - Other,NULL
/company/2go-software-solutions,2GO Mobile Solutions,Company,software,825000,1/9/2010,angel,unknown,USA,TX,Dallas,plano
/company/2nd-story-software-inc,"2nd Story Software, Inc.",Company,software,85000000,3/30/2005,venture,acquired,USA,IA,Cedar Rapids,cedar rapids
/company/2nd-watch,2nd Watch,Company,software,4154420,12/27/2012,private-equity,unknown,USA,WA,Seattle,seattle
/company/2sms,2sms,Company,NULL,939000,11/1/2007,venture,unknown,USA,IL,Chicago,schaumburg
/company/2u,2U,Company,education,10000000,6/21/2009,series-a,unknown,USA,MD,Washington DC,landover
/company/2u,2U,Company,education,20000000,2/5/2010,series-b,unknown,USA,MD,Washington DC,landover
/company/2u,2U,Company,education,32500000,3/10/2011,series-c+,unknown,USA,MD,Washington DC,landover
/company/2u,2U,Company,education,2275000,3/25/2009,series-a,unknown,USA,MD,Washington DC,landover
/company/2u,2U,Company,education,26000000,4/2/2012,series-c+,unknown,USA,MD,Washington DC,landover
/company/3-v-biosciences,3-V Biosciences,Company,biotech,30000000,7/10/2009,series-b,unknown,USA,CA,SF Bay,palo alto
/company/3-v-biosciences,3-V Biosciences,Company,biotech,20000000,1/5/2012,venture,unknown,USA,CA,SF Bay,palo alto
/company/3-v-biosciences,3-V Biosciences,Company,biotech,20000000,6/21/2013,series-c+,unknown,USA,CA,SF Bay,palo alto
/company/33across,33Across,Company,advertising,750000,3/13/2009,angel,unknown,USA,NY,New York,new york
/company/33across,33Across,Company,advertising,1284560,4/22/2010,series-a,unknown,USA,NY,New York,new york
/company/33across,33Across,Company,advertising,9000000,1/5/2011,series-b,unknown,USA,NY,New York,new york
/company/33across,33Across,Company,advertising,13100000,7/19/2012,series-c+,unknown,USA,NY,New York,new york
/company/360imaging,360imaging,Company,biotech,500000,1/1/2005,angel,unknown,USA,GA,Atlanta,atlanta
/company/360imaging,360imaging,Company,biotech,5000000,1/1/2010,series-a,unknown,USA,GA,Atlanta,atlanta
/company/365scores,365Scores,Company,software,1200000,1/28/2013,series-a,unknown,USA,NULL,United States - Other,NULL
/company/3clickemr-corporation,3ClickEMR Corporation,Company,software,250000,6/23/2010,angel,unknown,USA,MA,Boston,west roxbury
/company/3clickemr-corporation,3ClickEMR Corporation,Company,software,250000,6/1/2011,angel,unknown,USA,MA,Boston,west roxbury
/company/3crowd-technologies,XDN/3Crowd Technologies,Company,NULL,6620000,4/13/2010,series-a,acquired,USA,CA,SF Bay,san mateo
/company/3d-biomatrix,3D Biomatrix,Company,biotech,1465000,2/5/2013,angel,unknown,USA,MI,Detroit,ann arbor
/company/3d-future-vision-ii,3D FUTURE VISION II,Company,public_relations,124000,3/21/2013,angel,unknown,USA,FL,Orlando,longwood
/company/3d-robotics,3D Robotics,Company,hardware,5000000,11/5/2012,venture,unknown,USA,CA,San Diego,san diego
/company/3d-systems,3D Systems,Company,games_video,1000000,1/13/2010,venture,ipo,USA,SC,Rock Hill,rock hill
/company/3dcart-shopping-cart-software,3dCart Shopping Cart Software,Company,ecommerce,1250000,1/1/2010,angel,unknown,USA,FL,Fort Lauderdale,lauderhill
/company/3dr-laboratories,3DR Laboratories,Company,biotech,7200000,8/23/2012,venture,unknown,USA,KY,Louisville,louisville
/company/3guppies,3Guppies,Company,games_video,20000000,4/5/2006,series-a,unknown,USA,WA,Seattle,seattle
/company/3jam,3Jam,Company,mobile,4000000,7/1/2007,series-a,unknown,USA,CA,SF Bay,san francisco
/company/3leaf,3Leaf,Company,software,20000000,4/30/2007,series-b,unknown,USA,CA,SF Bay,santa clara
/company/3leaf,3Leaf,Company,software,35000000,9/22/2008,series-c+,unknown,USA,CA,SF Bay,santa clara
/company/3leaf,3Leaf,Company,software,10000000,NULL,series-a,unknown,USA,CA,SF Bay,santa clara
/company/3play-media,3Play Media,Company,other,450000,2/8/2010,angel,unknown,USA,MA,Boston,somerville
/company/3play-media,3Play Media,Company,other,511601,6/21/2011,venture,unknown,USA,MA,Boston,somerville
/company/3point5-com,3point5.com,Company,NULL,1500000,10/9/2006,series-b,unknown,USA,UT,Salt Lake City,salt lake city
/company/3scan,3Scan,Company,biotech,350000,4/23/2012,angel,unknown,USA,CA,SF Bay,san francisco
/company/3tier-environmental-forecast-group,3TIER,Company,cleantech,10000000,12/18/2008,venture,unknown,USA,WA,Seattle,seattle
/company/3tier-environmental-forecast-group,3TIER,Company,cleantech,3000000,2/25/2010,venture,unknown,USA,WA,Seattle,seattle
/company/3tier-environmental-forecast-group,3TIER,Company,cleantech,2000000,9/5/2007,series-b,unknown,USA,WA,Seattle,seattle
/company/3vr-security,3VR,Company,security,12000000,8/20/2009,series-c+,unknown,USA,CA,SF Bay,san francisco
/company/3vr-security,3VR,Company,security,9000000,9/28/2006,series-c+,unknown,USA,CA,SF Bay,san francisco
/company/3vr-security,3VR,Company,security,10000000,1/17/2006,series-b,unknown,USA,CA,SF Bay,san francisco
/company/3vr-security,3VR,Company,security,17000000,12/21/2010,venture,unknown,USA,CA,SF Bay,san francisco
/company/3vr-security,3VR,Company,security,5000000,1/15/2009,series-a,unknown,USA,CA,SF Bay,san francisco
/company/4-tell,4-Tell,Company,ecommerce,25000,7/1/2011,angel,unknown,USA,OR,Portland,portland
/company/4-tell,4-Tell,Company,ecommerce,1000000,1/1/2012,series-a,unknown,USA,OR,Portland,portland
/company/40billion-com,40billion.com,Company,web,50000,4/1/2008,angel,unknown,USA,GA,Atlanta,atlanta
/company/40billion-com,40billion.com,Company,web,380000,6/1/2009,angel,unknown,USA,GA,Atlanta,atlanta
/company/40billion-com,40billion.com,Company,web,620000,6/1/2010,angel,unknown,USA,GA,Atlanta,atlanta
/company/410-labs,410 Labs,Company,web,750000,7/11/2011,series-a,unknown,USA,MD,Baltimore,baltimore
/company/41st-parameter,41st Parameter,Company,security,3794570,12/22/2009,venture,unknown,USA,CA,SF Bay,san jose
/company/41st-parameter,41st Parameter,Company,security,10070000,8/9/2007,series-c+,unknown,USA,CA,SF Bay,san jose
/company/41st-parameter,41st Parameter,Company,security,11200000,5/8/2006,series-b,unknown,USA,CA,SF Bay,san jose
/company/41st-parameter,41st Parameter,Company,security,13000000,4/11/2012,series-c+,unknown,USA,CA,SF Bay,san jose
/company/425-307-3480,Loctronix,Company,hardware,1000000,1/17/2013,other,unknown,USA,WA,Seattle,woodinville
/company/42floors,42Floors,Company,web,400000,12/1/2011,angel,unknown,USA,NY,New York,new york
/company/42floors,42Floors,Company,web,5000000,11/16/2012,series-a,unknown,USA,NY,New York,new york
/company/42floors,42Floors,Company,web,12300000,1/31/2013,series-b,unknown,USA,NY,New York,new york
/company/480-biomedical,480 Biomedical,Company,biotech,15000000,2/14/2012,series-a,unknown,USA,MA,Boston,watertown
/company/480-biomedical,480 Biomedical,Company,biotech,5000000,10/30/2012,other,unknown,USA,MA,Boston,watertown
/company/480-biomedical,480 Biomedical,Company,biotech,17956999,4/12/2013,venture,unknown,USA,MA,Boston,watertown
/company/4home,4Home,Company,enterprise,2850000,8/1/2006,series-a,acquired,USA,CA,SF Bay,sunnyvale
/company/4home,4Home,Company,enterprise,1000000,9/30/2008,series-b,acquired,USA,CA,SF Bay,sunnyvale
/company/4home,4Home,Company,enterprise,500000,6/11/2009,series-c+,acquired,USA,CA,SF Bay,sunnyvale
/company/4home,4Home,Company,enterprise,525000,9/21/2009,venture,acquired,USA,CA,SF Bay,sunnyvale
/company/4home,4Home,Company,enterprise,4271354,2/3/2010,venture,acquired,USA,CA,SF Bay,sunnyvale
/company/4info,4INFO,Company,advertising,10000000,6/1/2007,series-c+,unknown,USA,CA,SF Bay,san mateo
/company/4info,4INFO,Company,advertising,8000000,3/1/2005,series-c+,unknown,USA,CA,SF Bay,san mateo
/company/4info,4INFO,Company,advertising,20000000,1/22/2009,venture,unknown,USA,CA,SF Bay,san mateo
/company/4info,4INFO,Company,advertising,14000000,10/27/2011,series-c+,unknown,USA,CA,SF Bay,san mateo
/company/4info,4INFO,Company,advertising,4287613,3/1/2013,series-c+,unknown,USA,CA,SF Bay,san mateo
/company/4moms,4moms,Company,hardware,20000000,8/9/2012,venture,unknown,USA,PA,Pittsburg,pittsburgh
/company/4s3-bioscience,4s3 Bioscience,Company,biotech,20000000,3/5/2012,series-a,unknown,USA,MA,Boston,medford
/company/5-oclock-records,5 O'Clock Records,Company,software,440000,1/8/2013,angel,unknown,USA,NY,New York,new york
/company/500friends,500Friends,Company,ecommerce,1400000,12/15/2009,angel,unknown,USA,CA,SF Bay,san francisco
/company/500friends,500Friends,Company,ecommerce,4500000,3/14/2012,series-a,unknown,USA,CA,SF Bay,san francisco
/company/500friends,500Friends,Company,ecommerce,5000000,3/12/2013,series-b,unknown,USA,CA,SF Bay,san francisco
/company/500friends,500Friends,Company,ecommerce,2000000,3/12/2013,other,unknown,USA,CA,SF Bay,san francisco
/company/5min,5min Media,Company,games_video,300000,4/1/2007,angel,acquired,USA,NULL,NY 11215,ny
/company/5min,5min Media,Company,games_video,5000000,11/1/2007,series-a,acquired,USA,NULL,NY 11215,ny
/company/5min,5min Media,Company,games_video,7500000,7/23/2009,series-b,acquired,USA,NULL,NY 11215,ny
/company/5o9,5o9,Company,software,50000,5/14/2013,angel,unknown,USA,CO,Denver,boulder
/company/5th-finger,5th Finger,Company,mobile,7000000,6/13/2008,series-a,unknown,USA,CA,SF Bay,san francisco
/company/64-pixels,64 Pixels,Company,web,100000,10/1/2010,angel,unknown,USA,CA,SF Bay,mountain view
/company/6connect,6connect,Company,network_hosting,2000000,8/23/2011,series-a,unknown,USA,CA,SF Bay,san francisco
/company/6fusion,6fusion,Company,software,3000000,8/23/2010,series-a,unknown,USA,NC,Raleigh-Durham,raleigh
/company/6fusion,6fusion,Company,software,7000000,8/22/2011,series-b,unknown,USA,NC,Raleigh-Durham,raleigh
/company/6th-sense-analytics,6th Sense Analytics,Company,software,5000000,1/31/2007,series-a,acquired,USA,NC,Raleigh-Durham,morrisville
/company/6th-sense-analytics,6th Sense Analytics,Company,software,1700000,11/11/2005,venture,acquired,USA,NC,Raleigh-Durham,morrisville
/company/7-billion-people,7 Billion People,Company,web,3800000,2/9/2009,series-a,unknown,USA,TX,Austin,austin
/company/7-billion-people,7 Billion People,Company,web,1423902,2/18/2010,venture,unknown,USA,TX,Austin,austin
/company/7-star-entertainment,7 Star Entertainment,Company,games_video,10000000,7/14/2010,venture,unknown,USA,FL,Fort Lauderdale,pompano beach
/company/71lbs,71lbs,Company,enterprise,75000,6/1/2012,angel,unknown,USA,FL,Chicago,chicago
/company/71lbs,71lbs,Company,enterprise,300000,8/1/2012,angel,unknown,USA,FL,Chicago,chicago
/company/7ac-technologies,7AC Technologies,Company,NULL,460000,12/13/2011,angel,unknown,USA,MA,Boston,beverly
/company/7ac-technologies,7AC Technologies,Company,NULL,2400000,3/15/2012,venture,unknown,USA,MA,Boston,beverly
/company/7ac-technologies,7AC Technologies,Company,NULL,4500000,7/25/2012,series-b,unknown,USA,MA,Boston,beverly
/company/7billionideas,7billionideas,Company,NULL,47566,4/7/2012,angel,unknown,USA,NULL,United States - Other,NULL
/company/7summits,7Summits,Company,consulting,600000,1/1/2010,angel,unknown,USA,WI,Milwaukee,milwaukee
/company/8dworld,8D World,Company,games_video,7000000,3/1/2008,series-a,unknown,USA,MA,Boston,woburn
/company/8dworld,8D World,Company,games_video,5250000,12/9/2010,series-b,unknown,USA,MA,Boston,woburn
/company/8tracks,8tracks,Company,web,1200000,10/1/2011,angel,unknown,USA,CA,SF Bay,san francisco
/company/908-devices,908 Devices,Company,NULL,8100000,9/5/2012,series-a,unknown,USA,MA,Boston,boston
/company/955-dreams,955 Dreams,Company,mobile,3250000,1/26/2012,series-a,unknown,USA,CA,SF Bay,mountain view
/company/a-bit-lucky,A Bit Lucky,Company,games_video,2600000,3/15/2010,other,acquired,USA,CA,SF Bay,san mateo
/company/a-bit-lucky,A Bit Lucky,Company,games_video,5000000,3/21/2011,venture,acquired,USA,CA,SF Bay,san mateo
/company/a-g-pharmaceutical,A&G Pharmaceutical,Company,biotech,2000000,9/8/2005,series-a,unknown,USA,MD,Washington DC,columbia
/company/a-la-mobile,A la Mobile,Company,software,4050000,3/1/2007,series-b,unknown,USA,KS,SF Bay,san ramon
/company/a-la-mobile,A la Mobile,Company,software,3500000,7/1/2005,series-a,unknown,USA,KS,SF Bay,san ramon
/company/a10-networks,A10 Networks,Company,network_hosting,9000000,11/13/2006,series-b,unknown,USA,CA,SF Bay,san jose
/company/a10-networks,A10 Networks,Company,network_hosting,23000000,7/14/2008,series-c+,unknown,USA,CA,SF Bay,san jose
/company/a10-networks,A10 Networks,Company,network_hosting,6000000,1/1/2005,series-a,unknown,USA,CA,SF Bay,san jose
/company/a123systems,A123 Systems,Company,cleantech,30000000,10/1/2007,series-c+,ipo,USA,MA,Boston,watertown
/company/a123systems,A123 Systems,Company,cleantech,40000000,1/1/2007,series-c+,ipo,USA,MA,Boston,watertown
/company/a123systems,A123 Systems,Company,cleantech,30000000,2/1/2006,series-b,ipo,USA,MA,Boston,watertown
/company/a123systems,A123 Systems,Company,cleantech,32000000,11/1/2005,series-a,ipo,USA,MA,Boston,watertown
/company/a123systems,A123 Systems,Company,cleantech,69000000,4/13/2009,series-c+,ipo,USA,MA,Boston,watertown
/company/a123systems,A123 Systems,Company,cleantech,249000000,8/5/2009,other,ipo,USA,MA,Boston,watertown
/company/a123systems,A123 Systems,Company,cleantech,2860000,12/16/2009,other,ipo,USA,MA,Boston,watertown
/company/a123systems,A123 Systems,Company,cleantech,50000000,6/7/2012,venture,ipo,USA,MA,Boston,watertown
/company/aardvark,Aardvark,Company,web,750000,1/1/2007,angel,acquired,USA,CA,SF Bay,san francisco
/company/aardvark,Aardvark,Company,web,5250000,10/1/2008,series-a,acquired,USA,CA,SF Bay,san francisco
/company/aastrom-biosciences,Aastrom Biosciences,Company,biotech,40000000,3/9/2012,venture,unknown,USA,MI,Detroit,ann arbor
/company/ab-initio,Ab Initio,Company,software,850000000,2/19/2012,series-a,unknown,USA,MA,Boston,lexington
/company/abacast-inc,Abacast,Company,software,500000,11/11/2010,venture,unknown,USA,WA,Vancouver,vancouver
/company/abakan-inc,Abakan,Company,cleantech,153200,6/5/2013,angel,unknown,USA,FL,Miami,miami
/company/abakan-inc,Abakan,Company,cleantech,687700,1/18/2013,angel,unknown,USA,FL,Miami,miami
/company/abakan-inc,Abakan,Company,cleantech,349600,12/12/2012,angel,unknown,USA,FL,Miami,miami
/company/abazab,Abazab,Company,NULL,4100000,5/5/2006,venture,unknown,USA,CA,SF Bay,campbell
/company/abeo,abeo,Company,NULL,2012700,11/30/2011,venture,unknown,USA,TX,Dallas,dallas
/company/abes-market,Abe's Market,Company,ecommerce,3400000,2/10/2011,venture,unknown,USA,MN,Minneapolis,minneapolis
/company/abes-market,Abe's Market,Company,ecommerce,5000000,1/17/2013,venture,unknown,USA,MN,Minneapolis,minneapolis
/company/abgenomics,AbGenomics,Company,biotech,8000000,6/10/2013,venture,unknown,USA,CA,SF Bay,los altos
/company/ability-network,ABILITY Network,Company,NULL,27000000,5/17/2011,series-c+,unknown,USA,MN,Minneapolis,minneapolis
/company/abilto,AbilTo,Company,web,3000000,5/14/2013,series-a,unknown,USA,NY,New York,new york
/company/abine,Abine,Company,web,5000000,7/12/2011,series-a,unknown,USA,MA,Boston,boston
/company/abiquo-group,Abiquo Group,Company,software,3758560,4/10/2013,venture,unknown,USA,CA,SF Bay,redwood city
/company/abizinabox,aBIZinaBOX,Company,consulting,500000,10/8/2008,angel,unknown,USA,IL,Chicago,evanston
/company/ablative-solutions,Ablative Solutions,Company,biotech,5300000,6/19/2012,series-a,unknown,USA,NJ,Fair Haven,fair haven
/company/ablative-solutions,Ablative Solutions,Company,biotech,2000000,5/20/2013,other,unknown,USA,NJ,Fair Haven,fair haven
/company/able-planet,Able Planet,Company,hardware,150000,4/28/2010,angel,unknown,USA,CO,Denver,wheat ridge
/company/abound-solar,Abound Solar,Company,cleantech,400000000,7/6/2010,other,unknown,USA,CO,Loveland,loveland
/company/abound-solar,Abound Solar,Company,cleantech,110000000,12/15/2010,venture,unknown,USA,CO,Loveland,loveland
/company/aboutme,about.me,Company,web,5675000,2/5/2013,venture,acquired,USA,CA,SF Bay,san francisco
/company/aboutone,AboutOne,Company,web,1800000,12/1/2011,series-a,unknown,USA,PA,Philadelphia,paoli
/company/aboutone,AboutOne,Company,web,100000,5/1/2011,angel,unknown,USA,PA,Philadelphia,paoli
/company/aboutone,AboutOne,Company,web,1800000,12/1/2011,series-a,unknown,USA,PA,Philadelphia,paoli
/company/aboutus-org,AboutUs.org,Company,web,2500000,1/9/2009,series-a,unknown,USA,OR,Portland,portland
/company/above-all-software,Above All Software,Company,semiconductor,2100000,6/1/2005,venture,unknown,USA,CA,SF Bay,redwood city
/company/abpathfinder,ABPathfinder,Company,software,400000,12/5/2012,angel,unknown,USA,KS,Kansas City,overland park
/company/absolutdata,AbsolutData,Company,software,20000000,8/23/2012,venture,unknown,USA,CA,SF Bay,alameda
/company/abt-molecular-imaging,ABT Molecular Imaging,Company,other,9000000,1/21/2010,series-a,unknown,USA,TN,Knoxville,knoxville
/company/abt-molecular-imaging,ABT Molecular Imaging,Company,other,6000000,9/13/2012,series-c+,unknown,USA,TN,Knoxville,knoxville
/company/abundant-closet,FashionAde.com (Abundant Closet),Company,ecommerce,60000,2/23/2010,angel,unknown,USA,GA,Atlanta,atlanta
/company/acacia,Acacia,Company,mobile,15000,5/20/2012,angel,unknown,USA,TN,Nashville,nashville
/company/acacia-communications,Acacia Communications,Company,public_relations,3000000,12/12/2011,other,unknown,USA,MA,Boston,maynard
/company/acacia-communications,Acacia Communications,Company,public_relations,20000000,5/15/2013,series-a,unknown,USA,MA,Boston,maynard
/company/acacia-interactive,Acacia Interactive,Company,software,259910,3/29/2013,angel,unknown,USA,TN,Nashville,nashville
/company/acacia-research,Acacia Research,Company,other,19600000,2/10/2005,venture,ipo,USA,CA,Los Angeles,newport beach
/company/academia-edu,Academia.edu,Company,web,600000,11/2/2007,angel,unknown,USA,CA,SF Bay,san francisco
/company/academia-edu,Academia.edu,Company,web,1600000,4/28/2010,series-a,unknown,USA,CA,SF Bay,san francisco
/company/academia-edu,Academia.edu,Company,web,4500000,11/30/2011,series-a,unknown,USA,CA,SF Bay,san francisco
/company/academix-direct-go-internet-media,AcademixDirect,Company,web,10000000,1/1/2009,series-a,unknown,USA,CA,SF Bay,mountain view
/company/acadia-pharmaceuticals,ACADIA Pharmaceuticals,Company,biotech,15000000,1/11/2011,venture,ipo,USA,CA,San Diego,san diego
/company/acadia-pharmaceuticals,ACADIA Pharmaceuticals,Company,biotech,86385000,1/2/2013,private-equity,ipo,USA,CA,San Diego,san diego
/company/acadiasoft,AcadiaSoft,Company,software,4000000,1/8/2010,venture,unknown,USA,MA,Boston,pembroke
/company/accelera-mobile-broadband,Accelera Mobile Broadband,Company,mobile,3033472,5/14/2013,venture,unknown,USA,CA,SF Bay,santa clara
/company/accelerate-mobile-apps,Accelerate Mobile Apps,Company,cleantech,250000,12/22/2009,angel,unknown,USA,CA,SF Bay,scotts valley
/company/accelerated-io,Accelerated IO,Company,software,3000000,11/5/2009,venture,unknown,USA,OK,Tulsa,tulsa
/company/accelerated-io,Accelerated IO,Company,software,1482708,3/11/2011,venture,unknown,USA,OK,Tulsa,tulsa
/company/accelerize-new-media,Accelerize New Media,Company,advertising,745500,5/10/2010,venture,unknown,USA,CA,Los Angeles,los angeles
/company/acceleron-pharma,Acceleron Pharma,Company,biotech,10951121,12/15/2009,venture,unknown,USA,MA,Boston,cambridge
/company/acceleron-pharma,Acceleron Pharma,Company,biotech,31000000,10/1/2007,series-c+,unknown,USA,MA,Boston,cambridge
/company/acceleron-pharma,Acceleron Pharma,Company,biotech,30000000,8/2/2006,series-b,unknown,USA,MA,Boston,cambridge
/company/acceleron-pharma,Acceleron Pharma,Company,biotech,8400000,6/22/2010,venture,unknown,USA,MA,Boston,cambridge
/company/acceleron-pharma,Acceleron Pharma,Company,biotech,1500000,1/6/2011,other,unknown,USA,MA,Boston,cambridge
/company/acceleron-pharma,Acceleron Pharma,Company,biotech,30000000,12/23/2011,series-c+,unknown,USA,MA,Boston,cambridge
/company/accelgolf,AccelGolf,Company,mobile,18000,9/10/2009,angel,unknown,USA,MA,Boston,cambridge
/company/accelgolf,AccelGolf,Company,mobile,10000,4/1/2008,angel,unknown,USA,MA,Boston,cambridge
/company/accelgolf,AccelGolf,Company,mobile,24000,1/1/2008,angel,unknown,USA,MA,Boston,cambridge
/company/accelgolf,AccelGolf,Company,mobile,5000,1/1/2008,angel,unknown,USA,MA,Boston,cambridge
/company/accelgolf,AccelGolf,Company,mobile,15282,1/1/2008,angel,unknown,USA,MA,Boston,cambridge
/company/accelgolf,AccelGolf,Company,mobile,150000,11/23/2009,angel,unknown,USA,MA,Boston,cambridge
/company/accelgolf,AccelGolf,Company,mobile,180000,2/17/2010,angel,unknown,USA,MA,Boston,cambridge
/company/accelgolf,AccelGolf,Company,mobile,235000,9/1/2009,angel,unknown,USA,MA,Boston,cambridge
/company/accelitec,Accelitec,Company,software,500000,6/11/2013,other,unknown,USA,WA,Bellingham,bellingham
/company/accellion,Accellion,Company,security,12000000,1/4/2012,series-c+,unknown,USA,CA,SF Bay,palo alto
/company/accellos,Accellos,Company,software,28500000,9/30/2008,series-b,unknown,USA,CO,Colorado Springs,colorado springs
/company/accellos,Accellos,Company,software,22900000,11/17/2006,series-a,unknown,USA,CO,Colorado Springs,colorado springs
/company/accept-software,Accept Software,Company,software,17000000,9/16/2009,series-b,acquired,USA,CA,SF Bay,santa clara
